bidder_id,payment_account,address,outcome
3758013f9a2c4f9d8670e709d9e8beaba6f57,32a6f444ff094840b58be6bb6db6a04fe4f85,4f2ed7fc454d535ecba88bc7f854925dfe4ab,0.0
8a12c97c9dac9ef7fcbbceaf7522447cf6e49,eb0ae407d20ab19351c5271abe4ca12ce84c0,1c73853ef410e4095382f8d6ddeb0b9d22bb0,0.0
27b3a0fecc63bf830bc44961c90f330308364,87dbae72fd15fa13f14217e47f32fa0ea9417,c4bbeba55def4b3861ac24cc5efd82b886b9b,0.0
2a2b18bbdfa736637911cf407799b409112a2,40a0df1d610ef30a8f01d48198ab60bee51e2,021918f1b3fc828970b230eaf4d49f8a93b95,0.0
3fdc7c645e5e131c05f1ae112dbae407523c5,3d20d9941901359e5fed3dfc0c5bf45dfd968,d6331a777cabb7c5df46c6a0377136b904614,0.0
0a0149aad74ddfc93a45450c44bffdbd6c5f8,9dbf91dcde994c31ab3446f24e840d8e7ed2e,458b614a5429795f492a52ce63aeb033e5a43,0.0
c96eaf2aee105bceb4c5c239f3d9e91fa1846,d692c397a07c0661ff9c20966cf4a92ddf055,a9777d61a34b6c8cef9a8484b2d3cc25d525d,0.0
03601a58a45a40b9d3fdb1aca8758fe74d86c,36dc6fbbc277c53a7420dad3cbc5641dba305,94c4c209f5601274ed7cfcb0022992cfccec6,0.0
864c3ab1cbd8d000540136406b8363e8283e4,2aba2a0d294cfa9fca877d3c3d757a04e328b,1357535c4b9103691f6d80fa33c9793ee8617,0.0
9a09bcdabf235c014baaa06d82ae43810fe1d,1785f2effc739c145784e065989db8882845a,0a42d74fd2700e7085f785bca24e09273ff79,0.0
c9e63d3c6ce5136add34c7c3cca63f9a6ea91,9993c894f689ddefb6b0693c2e67be57a4f5c,f1a24f81aee4d101961b7fbed374afaa6ede8,0.0
3ca922952bb0f38ef955c5ec8441561d9a88a,b5f8fe5d5fbccf75651a8e897e06ca882d35c,6ae9b923efec23016875bd40608262bc467bf,0.0
5b7439b1c950fd483d2b0ffaf54886787ba4c,033e85a66c37943315b6d663ec55f7025666a,cb9974c68dd9c2e49b9ad02f10b4bf30e3cad,0.0
0673fc592e3aa44ccc58e2ede0bcb7ba4c89c,90a71e5a45e46ffa0a08b525bd74ee0138b2f,d6e49a76d40eeefd95e4ee90777a459453c65,0.0
81e789da9ae16c7fc9cf3ae022f7a57523812,ea991c700cb491ad354a391c83c2c393d965a,d50461a55a568e700c4a4787d7d62df260352,0.0
f2c6383bf0905b543a58e5c5f7cc1136d3843,911a807d645c28b66fd0caffceeb8666cc30e,cba453c05d981202c0e6eb4fe2fe3836642ca,0.0
30220e58a7caa320a4416d31f8ba67ff9027a,8ee4a6e9cd685e70899688e8a7b69c52348a4,e3d803135a7b945a49da4abf223d881f7fde8,0.0
f92012a19f7bbdef2dccf18baef8f3630f74b,f3ef1711a85d44779541c20f2a799cbc8a8a8,bb1a56c98a27ad960f160d04dd3b10369324c,0.0
bbabeaa8efcb1725e9ea3de685aa0f8bf40e0,84e7828412b684b1f2e85f7b208bb9867476a,68155d79a0e56c2c4f4ab6ed18ab9239720da,0.0
634e3f62e482b575549e54d3d556d2d39b325,6fc631e01b6ecb72072c6655a00a8549f09ba,7c05c41f4b556da1234f81e19e71ac6aa08a0,0.0
b640288e642609c0a1ee2b3567b48a43adec7,5dfca93bff0218bfb4efacd5d6f6da86dedd0,e841f285f2a26e386284a7b2ae1e938774c0a,0.0
f5d201853aa1b3c4e000d7de37a41fadd6715,57be76408a6f682367b92e8d26924e7e6130b,09fbe9c520614eaf2615f63b32c24b74bc5bc,0.0
6f175342dab232dd5216ce1cbfec4177730eb,083ee5dd066933489fb252746b9611ad3ab1d,ec21912dd3da6fecf7273b49b5a0d14bf7d8e,0.0
2e85af2e014587d71cd89c63929d67c9daaa3,7fd079f9ce69afc0faeda047efa97f5af50a4,ba5fd34465dcdaaefe3b4432f2e2a10bd04b7,0.0
56ad8f1f40d704f72a49303b1dee484de33f9,858b8cdb22efdefb7562bbc2d209e9b519382,b8913448268d8f77bf2d2baf2a61ec8d99c58,0.0
11ee7c1f6d226b82ec6d4501b3f6666591698,a01baf653a0be1bd6e9681e62c103d9b5d46f,4a5e97488dbcf8292bd348756494a2209c3cd,0.0
d0b38441d8d4f1cee69eac6ea3fd6ffd95bf5,56de9f7db82d41a560abd4ee058757eccc187,068209bcb8d4c4ae22a9c7bc775cb9f278e5e,0.0
1031d32038b61858851a815f0cea866e44418,f1ed2e6b691b31c7a53b5511d02e750c18207,11572a09f9c5adba98d0b93f421b916ceb20c,0.0
4adb241f4740fe07c9287572cdd6345369534,d3a611105ec3ee938b6f91bd835f54153bb57,9c839fd88a72731f85f758ec9a166b33703d8,0.0
7a2ec7f8c2f95f8449a5332437903f25d0d56,162344c9f77ed6805a02f79bcc62a908a86bd,26f3bba68ace43f46b85fef7fbe3e0b82e01b,0.0
3fc6813e55b5e91194c1b310264f908ae1ebf,4682f1be01eed477ae8b4efc73beb76994376,4b4e2141c75e69644d847389deefe0373897f,0.0
88b942093f9d06707724ede04a9891860bd18,71d32ca9ad7d87624a32bb8c1de84a2eda375,f1d2c1e4df3682e3f14917c00c9e11621b50d,0.0
80670adffb7a527f2ab2e425955d2e3d4d2c7,76577119f936e80d8130197023592674cc6a1,44ad8fa44c03e26a1a184016b72b414369bb2,0.0
22bef396ae845d0e7249ed9fef2314099da42,eff19e015c1aa9508542fd9383bee222a4c40,43cd7a84264f81e1671298c2d2e31f37ec3f8,0.0
cbf7d2b6cb7a7ad899a4ae4df26fa46655038,b37a39e9c7b16be5c2d4de706d5b4bded0d54,55dfc6a7719d6730141b2cb1d5e21733e599d,0.0
b8d6e0175d49551f5fa151578a179445e7d86,4da0505c04580110dba591084ce1f614788ec,30d172cb53dde7579d005e689bcfbfe24e0a7,0.0
2063273d9fa8ec05f8887b136ace4c5a826ff,bfedc2052ff59b9bb1747bb3fd48f0b1cccc8,0df07576ee0f91aba97f2c30e7c2887f2e6dc,0.0
aac745d805724758d765554bc9dcff7c5e370,033276352c11e350371434fe76355d92b2150,b6b263113d9383c3c16c5458f9ff858da7eb0,0.0
fcc895551fba94e5e889b5c36ebed8c365c17,e7d7fad648ae071fe34faba8de0c7c58959b8,53ac108046bcb07cbf146b3edbb319cf963cc,0.0
6a1e86abf3801e89241c3a3244502925431ab,363f95727f02bcf56ed87a5aec0416fad6e41,0bd87e3fc066153ce1ef7afbd08a20874949a,0.0
97b2d62651ce50a7cd39259c2a3ad4d7c8885,13c86533a1c744dcefe482908bcb6efdbfa0a,46f25ebc7fa280a045dd67bcab0b896dc18c1,0.0
ed49f0712c835190bd566808ea09067a5544d,f88c009b99adb05716eac39a3e5de698e2820,9bb4aaecb1ee77bbf418c62412de521d800af,0.0
0de90fd13bae5ff589bca40cf67d158cbeb58,a0760b9b48d1d63f71fe7ee5c9ed8d609d384,1126377a89613510e600f406082411a54831b,0.0
34f0343012b1e6aa182027a213c12132d7c4c,2120af773092703aadb38ca9f705ecdc0cdc0,1aba8b586b6a9d0e97cbb5469ca78180d7d15,0.0
2c3a173cc4b6aaf94464ab9d1b4e2791234a8,203a5a05b79b9b8685192563af5a505df3c36,b1861cf8df87af17fd404e664dada73148831,0.0
24d625eccb557012a4738772b45e19caa190a,92490585a005a718173ea93fe01258b5ff8dc,4b537e192a02e50a3c18f20ec345157247fe3,0.0
38b5ba0c711140fe14c66904a05f4423642a3,0a5e7f7148176c4a55204f9b83eb53eb89e3e,4d53f8f7d4ca1cb037972a21d393711335d64,0.0
128f5cf9a3bfe742203b88e9ce5d8b7e74f4e,c461837cd34e4caf8e26b81a6b78bb912c0bc,4a0c1f2dd2a9873b20d61cc81747eceecad41,0.0
5f5f22af8bcbd2249566d1056416ac4c76360,91513c8f5693b8c2f4eb53fee98310efc4835,819c6228ca2f6f1515e78d236a172e4c9877e,0.0
c8dd010e62f6da8e6fb2bd51dc83b98fae02f,e58ffe1dc10f9d3eebe9aefa65a306b900a19,86ad2055566e700bd798c55d7bef062640661,0.0
c4cb679ed8ff4855ee8b8130e81d42f8fd7dc,0e220b6c526e745803503dc317d514bb29734,bd133d26975397675b09ac73ac51f9679168e,0.0
91438388c7795b9f59968424c45405f1c55b1,98ac301f8cbcfd82962981195e724ff1faaf8,b6eb782a23aa7faebf159c875f57b27a35f7b,0.0
97e163abcc758e9c9eb725f44a28ce1947636,10f1de2b1a012d3af937f297b116147eab6e2,cefdfa2c3fd0182a836a917390af2e42c6b33,0.0
7369b2752303363f7e4385b8585f426a19468,a977f85a6df636a86737d6baa7bf38e8f9377,90e49351715e538f9c2f7d8f58bddb55944c5,0.0
c403ef8b5f4333f7dfdef21916af85991da05,48445dc39860bc35824e8d68a38d27df7edfc,6327b60e6c92ca82680a36c9a43dd8793c083,0.0
3fef7f4df90aecf5461133170cf270973445d,c6d836fde707074201642b50c659aa8d3481e,be025e250d75e47869a294136e2fceb29faca,0.0
637c31de8079acdb1dc48606f4ca990e02445,32d4d77fa48b2bd9c2d752098c684b3c23a5d,4785f43de6c40d87aefcd552934dce5816fa3,0.0
c29934ed53c0a6035e03b07c768537415f12a,039b8df1a76e3729e1c6ea6dcfe81aef23711,66eac2b10f0c460f6650c8fa3f775d9783461,0.0
0bae3a1333b63ba31134251d1498996d5ac6c,720bd68276bafede173cdf974be2541f0ccb4,aa21d85cd7c5b322fc56c2d60ecbfcef919e3,0.0
abddd46ab5fc801e8d54b017676adea89a3d9,66f486621424f0e98df41924bc144f96cfef4,33ae42d0a4891e43c523021a5326ecfddd08a,0.0
6f7ba5d334c93a517466910e441e375ca991a,3918ca4a6ee70958f1005dffbe5cf35a5596e,89c5066a7c9613986e2ae46da2a15e9cb31f3,0.0
098194735a255c37c7f4fa2f0b149ba2e286e,68f67b7fb133cb0c4c1e011353e9b1c85fb29,7de2163ebd527d55e59464996c89729b8745a,0.0
3c92aad09a2baa6f6712844ec9c542544237d,787c566b7486c40be13b8099a50225f0b99d0,cf1f3aa9d3c5c8bff0d6e79608350f79f4c3f,0.0
eca58811adf506a53319585f103d60158904d,197f8ef2e1feda8bbd3f94437058e819103a1,971166548fa540e1775a430a244297efa1db6,0.0
b02c79ec64fa144683ad994f62aae81847bdb,6ef3ea03097839317a8f455e8fc638abbe9e8,86bdb4f5a58ae424af9d9958bdde5650ebe4c,1.0
da6f2a8022f80551ce3a6625404513558b8fb,e6323aeb8f07ee3f6a75a5accbd1964479180,3a1d041cf986e7ee00e6e7af45a879c7f49c1,0.0
464c1e4af7e28f54fff9b3b4c88625ec604e6,4b8099c3fbb1f1446746b4b208e89f5702c79,68e93c367e7c51f4f49b8036b8cb8690707dc,0.0
6118a86e8b9eddcfb712642cc966f46de217a,a5624f7ab16bf8df872f95a1ca2256b564fd3,ac72d8f9c00fbc098d31a3bdc8991fd8ce285,0.0
a1bfc4f9bbc305e27d9cfa4e91ed2f511984b,0982803e60d1cadb597a8a8d56cb6bc0bb05b,bb5ab94c4da5fd907bc43668ab003df956b1c,0.0
cda8d22d4ac37993db62fbfeb7cd9f4a45250,eb45e334832dfdfffcaff6422ca88adfddb16,cab2a0e4cc6423144506afc1b912823bafdd1,0.0
509163b7b2a1a9721d56fb204be521deee646,5d0bcf77a8d92b91833eed82c7ea63ceb19bd,7d8b78a964ee4d3b70a7db21387c97a8acb1e,0.0
d4d0fa3b8739720a275da2c9fac738c9d38f8,5345630f7f183e0a5383e8ba8995cd0b1e68b,454ae93b8a663a68ff0f547b1b706e1525c10,0.0
9015c16ef52a4c961e8f17bc006a8cbab48e0,8b9fd6611fc1525d785f25dd3335cac9df662,c96e1703e9739f5252153ad3bd027435cb39c,0.0
76c13db90ef368471db1eb03c8286052afc2c,1404312bbb1a432d4105d0f14d7a955f38e18,e93c64ac76c92f355c0006e661810c2804c4a,0.0
eb20e743909c1c0f11a18414c9caa50be5c6e,5d1804774f12c6b9ff91fc88ba6cfd02773e4,4db84000c636fe59b0e46c2df23bc45d8da59,0.0
b6287d9420ebd74ce8f9f4c83a1f2b7904b12,a869d003c30afa39ea092f06d1a19f47f20de,ae707a18bc80ebd4f2a0bee5e545825eaeb28,0.0
8e228039b40dd960a0c8ca100458bc3df8ecd,2717f80c3b2bc0e2a17489760c74ee9275e1b,53de6d786811db4f50d2f6a27432db483f7af,0.0
5ab52ae9d5bba7fca920215e81f321deee55b,4e191f1f7258a411f7fda663245c255eeda67,4c8eb4a0596f0382a4cb607db557d48d51b52,0.0
